review,label
"I bought this item to store dirty clothes. It's good to take to the laundromat. Just don't put too much weight on it. I put a heavier load of dirty clothes, than usual, on it once and the handles ripped off. Luckily, it has two handles (shown in photo) so it's still usable. It CAN hold a lot of clothes because it is deep and the material stretches if you plan on not transporting it. However, if you plan to take the hamper laundromat don't overload it. Overall, I found this order very useful because it comes in a pack of two, so I can easily organize my whites and colors when doing laundry. When I only need to use one, I can easily fold the other and it does not take much space to store. I rent a small room, so I wanted something that wouldn't take as much space and is affordable. I'm happy with my purchase.",1
"I really wanted to like this stapler, I truly do. It's cute and lookd like a toy. Unfortunately it's sensor don't work well. It takes 3 to 5 tries for it to recognize that there's paper inserted and it should get to work. It's quite frustrating.",0
This is the only product my wife uses when she is doing pole fitness. She swears by this stuff.,1
"Tanto la paleta de colores como la brocha son de mucha mejor calidad de la que esperaba. No obstante, NO HE RECIBIDO la Esponja, y por lo que he leído no soy la unica.",1
Calidad/precio muy bien,1
"Tuve que cambiar la talla, incluso midiendo las patitas de mi perro no calzaban correctamente.",0
"The rails fit my handguard just fine. Screws are long enough, inserts are the right size, and the rails have the little circular feature to prevent them from moving around. The problem is that none of my accessories fit the rails. It's like they're too narrow. I tried an Atlas bipod with the quick release and it doesn't tighten up. Neither do my Magpul forward grips. Spend a little extra and get quality rails.",0
Excellent for eliminating splatter in the microwave.,1
"Was the perfect size light weight, we are using it for our trailer. Good for a full size cat.",1
None of the seats grew,0
nice kit comes with everything,1
Was so excited to put it on my new car. Then I peeled the edge off and the outer ring separated from the middle. Didn't look right when I tried to put them together. Why design them separately like that?,0
"Comprado el 15 de Mayo, sigo esperando",0
"Es mas pequeña y tiene menos huecos de lo que parece, y la calidad percibida tampoco es muy buena. Devolví el producto.",0
"Love these, they stay closed and are easy to open with one hand handling them. Coffee doesn't stay hot for a few hours, but maybe warm. Good size (16 oz) to hold in your palm, also good size to stay in the car coffee holder.",1
"Use this for my phone. Works great,",1
"I bought this for my husband, it comes in red and black. It worked well, easy to put on, No issues stated from my husband.",1
NO HE RECIBIDO EL PEDIDO!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
Box came unwrapped. Only 4 pads total. 2 small and 2 large. Pretty disappointed how this product arrived.,0
La lámpara e esta super chula. Además parece de Buena calidad. No obstante le faltan lo a tornillos y una plaquita para sujetarla al techo. Además de una pequeña rotura en un plástico. Intentaré que me envíen otra.,0
"Terrible product, wouldn't stick tok edges of the phone",0
All crackers were broken and tasted different from the ones I had in a restaurant in Florida.,0
No lo hemos probado pero tiene buena pinta. Vino en buenas condiciones.,1
"It was very easy to put on, no problems there. It definitely adds some bulk to the pen itself which takes away from the sleek design and the comfort of holding it. I have found the pen is not as sensitive to the double tap feature with the case on nor does it charge as fast. The other reviews did state that the magnet isn’t as strong and it’s true so I wasn’t surprised. Over all I purchased this to try and preserve and protect my pencil and this does the trick but it does dull it down some.",1
"Me llegó en el tiempo estimado. La presentación buena. Pero una vez puesto el cristal en el móvil, tal como pone en las instrucciones y además para más seguridad haber visto unos cuantos vídeos en internet de como instalarlo correctamente, quedan bastantes burbujas imposibles de quitar y los bordes como comentaron otros compradores no se pegan. Un desastre. No lo compraría de nuevo. En serio no lo compréis.",0
"Me gusta mucho el olor, tiene un regulador con bastantes niveles, por lo que se puede regular la intensidad de la fragancia que se desea. Compré 3, uno para cada habitación y llegaron todos bien y cumplen muy bien su cometido. Funcionan enchufados a la luz.",1
I returned the product to the Vendor in December and have not received my refund yet. I found the product to be difficult to use.,0
I hope that the seller sends me a new and clean book because the center page is crinkled up really badly. So badly you cant really read the page. I know it is only technically 2 pages the front and back of pages 219 and 220. Please send me the unwrinkled version as this was suppose to be a gift for someone.,0
1 year after purchase and show no signs of wear and our family is hard on cables. Constantly changing locations and phones. Great so far.,1
"The idea is good, gives a softer sound than plastic pick which can be harsh on a ukulele... but I find the felt is difficult to grip and slides out of my fingers while playing.. still prefer my thumb best but oh the blisters after a rockin’ out a few tunes!",0
LA CULATA SE ACOPLA BIEN PERO LA JUNTA ES MUY DEBIL Y SE DOBLA MUY A MENUDO. PUEDE ROMPERSE. MUY DIFICIL DE CARGAR HAY QUE REALIZAR UN ESFUERZO ENORME.,0
"My lamps arrived yesterday and I opened and set them up today. I ordered five of these lamps and have already noticed issues with a few of them. One has an arm that is so loose I can only use it clamped to a horizontal surface. If I clamp it to a vertical surface, the arm continues to droop far past where I want it to be. I tried to tighten the nut where it is attached to the clamp, but it wouldn’t budge. Another has an arm that droops towards the lamp end, but the fitting is tight, so it appears the flexible arm itself is just a bit weak. Lastly, a third lamp has flickered as I adjusted the direction of the bulb, the bulb is screwed all the way in too, so it is not loose in the socket. So far, I’m not impressed with these lamps but hope they serve my plants well and ultimately the lamps have a long life. I’ll update my review in a month or so, once I’ve had time to evaluate if they’re truly beneficial for my plants.",0
Sellers did not specify that the keyboard and pen were NOT included even though they have it pictured,0
The concept of this would be great but the silicone band (for preventing slipping) is not stretchy enough and makes it impossible to get over my hips. And my hips are not that large... I'm not convinced it would be all that comfortable for a petite person either since the fabric is more stretchy than the silicone. I ended up sending this one back.,0
Some kind of cheap conversion/repackaging of the original DVD set. Returned it.,0
Da mucho calor y las tortugas están encantadas. La única pega es que no tiene interruptor y hay que enchufar y desenchufar directamente. La pinza no se acopla bien al acuario y la he puesto enganchada a un jarrón que tengo al lado.,1
Calidad precio bastante buena,1
No me ha llegado. Paquete perdido. He pedido la anulación del pedido y no se nada todavía.,0
This is crap. Don’t buy it. No instructions.,0
No he recibido el producto,0
It has a metal core. Only the arms and legs stretch.,0
"I’ve had this installed for about a week. Easy to install. Looks very good. Pump works well. However, the two stars are because it will leak about a dime-sized amount of soap into the sink. This seems to happen after it’s been used, like there’s some vacuum or pressure inside the dispensing tube. Every time I go in the kitchen there’s a spot of blue dish soap in the bottom of the sink.",0
this rug is so incredibly soft & looks great. when my nieces come over they love to just roll around on it.,1
Great price. Glad I purchased.,1
Loved it to bad it didn’t fit,0
No me ha gustado nada por que no cubre la pantalla del xiaomi mi A1,0
"Nada más tocarlo empezo a descascarillarse, perdiendo el ""cromado"". Una pena, ya que es exactamente lo que estábamos buscando",0
"No recibí el vestido que se observa en la foto, he recibido otro vestido de Dream Rover de color blanco.",0
"Necesitaba un teléfono el cual me durara la batería todo el día con un uso intensivo y este me ha durado bastante tiempo . En cuanto a la forma es bonito con 5,2 pulgadas de pantalla en HD y con huella en la parte trasera , va bien y lo reconoce en el momento. En cuanto al procesador son 3 Gb de ram y 32 de rom , necesitaba algo asi ya que mi anterior nunca tenía memoria. Las fotos son con buena calidad, la trasera es de 16 mp y la selfie de 8, tiene flash dual. Es android 7.0. Tiene ranura para dos SIM y una sd de hasta 32 GB. Lo más importante es la batería de 6000 mAh , la cual tiene carga rápida. Incluye una funda transparente que siempre viene bien.",1
es el peor toldo que jamás he visto. Tan siquiera hemos podido instalarlo ya que al tensar la cuerda de la primera argolla ya se descosió. Los enganches nada tienen que ver con los que muestran las fotografías. No está reforzado y es imposible que cumpla su función según dimensiones. No es más que un pedazo de tela. Me parece una autentica estafa.No lo recomendaría en absoluto,0
"Lo compré porque el mío hacía ruido. Este por el precio que tiene suena muy limpio, la longitud es perfecta para moverte con libertar por una habitación y no he notado que haga interferencias.",1
"Aparte de que cuando se me envio de los dos que pedí solo recibi uno, el material parecia bueno, si que recomiendo mirar los tamaños de los candados ya que mi dell no acepta este candado y tuve que devolverlo.",0
Entrega rápida y buena compra,1
"Sin usuario ni contraseña, nada de nada.",0
"Es un funda muy resistente y protege bien las cámaras, que en este modelo sobresalen mucho",1
"these are okay, hard for my weak fingers to get placed properly. I have to have help, then they are very nice.",1
"Buena relación precio calidad y para ser el modelo más pequeño las medidas son generosas, material de calidad decente y que acolcha bien.",1
"Las lentes bajan bastante la calidad de imagen, y al ponerlas encuentro que según la lente que sea, tapan parte de la cámara, y con la mayoría no puedes hacer fotos con flash y/o selfies iluminados ya que dan reflejos. En mi opinion, es un producto con poca utilidad, limitado a usarlo solamente de día.",0
Es un GRAN ENGAÑO!! Pone que vienen varios trajes y realmente solo viene uno. Es una ESTAFA. Amazon debería controlar estos artículos y estos vendedores,0
"These are the worst screen protectors I've ever used. I applied it following the instructions as well as I could considering some Mensa candidate put a label over the instructions which were printed on the outside of the cardboard and pulled of the top layer when I tried to remove it. Not the first glass screen protector I've ever had so I knew what to do. I tried to clean with the wet wipe first, but it was dried out. So I opened the second one and it was just barely wet enough. I applied the screen protector easily enough. Let it sit for about 30 min. then put in my belt holster. The first time I took my phone out the screen protector fell off. I tried to re-apply it but it falls off all the time. It also has dead spots where the touch screen doesn't work. Just through it in the trash. I will try a different brand.",0
"The book was written a long time ago and you could tell, oh; and it was an English writer. Maybe that was the problem. It was very dull but I did finish it weeks after I started it.",0
"the side buttons for browser forward and back movement are mushy and not easy to know you've pushed them until something happens on the screen. Otherwise nice mouse, if a tad overpriced at the time of purchase.",1
Las piezas donde va colocada la calculadora no encajan correctamente. Resulta que deberia traer billetes y no trae ninguno. La calidad me parece muy baja para el precio.,0
"Shocked when I opened the box to find that the tool was broken, most of the attachments were completely used up or broken. This thing looked like it had been used for years, then put back into the box, sawdust and all then shipped to me. Check out the pictures! I'm sure it's a great tool, but I'll never know...",0
"I have been checking updates since I placed this order, I checked last night before bed, no update, this morning I checked again, it says my bag was delivered on Sat..no way, I checked my door RING video.nothing came, amazon always takes a picture at my door, no picture either..what a sham, along with this company posting their own reviews, which I would not have noticed prior to the phony message from them, no body is going to post about what a great company this place is, they want the bag, on time in good shape, I wouldn’t use this company again, making complaint with amazon",0
"First of all it doesn't dissolve in water. 2nd of all, it doesn't seem to make a difference in workout with or without.",0
Well made and effective,1
I just tried to use these printer cartridges and they not even fit my printer - so don't buy this product. I am throwing away $$$$$$$,0
"It's nice to have the color variety to easily figure out what is plugged in. Works well, it's exactly what you would expect.",1
"Lo he devuelto porque la aplicación con exceso de calor del sello interior trasero que indica la talla ha dejado el poliester arrugado, algo que no me parece propio de los controles de calidad de la marca. Tengo otras tres mallas y en ninguna de ellas ocurre.",0
"La variedad y los elementos están bien, aunque tienen sus peros. El tripode tiene tornillo de plástico y se ha roto en su primer uso y la muñequera ha soltado la pieza (he puesto en su sitio después)",1
Upsetting...these only work if you have a thin phone and or no phone case at all. I'm not going to take my phone's case (which isn't thick) off Everytime I want to use the stand. Wast of money. Don't buy if you use a phone case to protect your phone it's too thin.,0
Esta muy chula en cuanto me haga falta repito,1
"This mat is attractive, easy to clean and store away. one BIG issue is the poor sewing of the 4 corner loops for pegging down to the ground. The plastic loops are ""barely"" tacked with plastic tread so the 1st mat we purchased, 2 of the corner loops pulled free. I was able to sew them with HEAVY threat to remedy the problem. We did purchase a 2nd mat and I PRE-sewed those before use. The only other issue is with large dog TOENAILS puncturing the plastic weave. Our bloodhounds are young an d rambunctious so they have torn a few strips by running across the mat. Little toy dog breeds will not have the same issues.",0
"La realidad es que fue decepcionante, no tiene potencia a mi juicio...",0
Please get more of this water. Every time I order out of stock,1
Wish there was more pressure. But that may be on my end.,1
"The survivor finale aired last night BUT it is available here on Amazon, even though I purchased the whole season!!!!!!! WHERE IS IT????????",0
"the purple in particular makes an excellent blush, but it goes on much lighter than I wanted it too even if you sit there packing it in for a long time. I use a white NYX eye primer so it goes on VERY pastel and hold up pretty well, I haven't tried getting it wet yet but that may make for thicker application.",1
Esta muy bien pero lo de carga rápida no es tan real,1
great movie....I enjoyed watching it.,1
El puerto USB no funcionaba y a parte no tiene botones. Tienes que controlarlo con el mando sí o sí. Y es muy lento a la hora de escribir. Lo devuelvo.,0
Malo calidad no gusta,0
Omg these earbuds are incredible . Totally worth it,1
Does not work. Not supported by device pops up.,0
El diseño de la funda es distinto al de la foto,0
En la explicación del producto pone que es extensible y no lo son. Me han enviado un producto que no es el detalle,0
Es bonito pero no es de piel auténtica. Aunque de lejos da el pego parece más bien plástico.,0
"Cute outdoor lanterns. I purchased two rubbed bronze ones. They have a black and gold color to them. They are not too bad for the price. I paired them with a real black, metal lantern and it’s hard to tell that they are plastic. The candles are bright. I like the timer function. I don’t have to turn them on/off every night and they come on/turn off at the same time. As you can tell, the candles look almost as good, if not as good, as the Luminara candle in my metal lantern. They were well packaged and arrived quickly.",1
"El filtro es de buena marca y está bien. Dejo esa valoración porque llego muy mal empaquetado, con la caja con golpes.",0
"Works very well. It is loud and if anyone moves my car door or opens it will go off. It also went off when I shut my other doors and shook the car hard. I tested to see if it goes off if I lean on the door or near it and it didn’t, so it is not likely to have that many false alarms. If anyone tries to harm your car or break in, they will need more force that just a simple lean or tap. Instructions in English and not too difficult to figure out. Going to buy this for my home door. Would give it five stars if it was more sensitive and loud but t will do the trick and is great for the money",1
I can walk normally on icy sidewalks and streets. They fit over my boots easily and stay put. I took one star off because they look a bit flimsy and I don’t know how long they’ll last,1
No he llegado a tenerla porque al dejarla en el buzón nunca llegue a verla.... alguien se La debido quedar....,0
"THIS IS A GODSEND. I have always walked my 2 girls on 2 separate leashes... One would zig, the other would zag, and before I knew it we were ALL THREE tied up in retractable leash cord. My hands were always full, holding the re-tractor case things. This allows for ONE leash, and each strap can be adjusted to be longer or shorter so you can even stagger your pups on this device. Made of solid material, doesn't make me fearful that it will break mid-walk. Great buy.",1
I love this band. It is stamped 925 and it is very pretty and very sparkly. It looks like the real thing. I will probably be buying another one,1
"El parto funciona muy bien. El único pero es que con el enchufe que trae hace algo se ruido que puede a llegar a ser molesto por la noche, lo cambie por otro que tenía en casa y ahora no suena.",1
Se ajusta perfectamente y no afecta al funcionamiento del teléfono. Es totalmente transparente y fácil de poner. Trae accesorios para la limpieza,1
"This is a lovely bracelet. I did have to return it as some of my beads have exceptionally small holes, and would not fit. (Pandora beads fit).",1
I read 30 to 40 books a year for work and this is already on my Top of 2019 list. Most books on leadership communication and speaking are stale and hard to put into action from the page to reality - not so with Speaking To Influence. All of the information Laura provides is actionable and easy to digest. I'm a big fan and will be referring this book to my C-Suite corporate clients.,1
Smell terrible and neck is coming apart sent back,0
A mí niño le ha encantado,1
Terrible experience - table was cracked with a hole in it. All I requested was a new table and I'd pay the shipping. Was declined. I will not do business with this vendor ever again and would NOT recommend their product.,0
"Seria bonita si me hubiese llegado, pero se perdio en el camino. Ahora miro a otras niñas con envidia cuando veo que la llevan",0
"Within 1 year, was leaking, gaping holes.",0
Totally what granddaughter wanted,1
Dog loves it and I am confident that she will not run around in the car,1
Bought as gifts and me. we all love how this really cleans our electronics and my glasses,1
"la fecha maxima de entrega era el 26 de marzo, ha dia de hoy no lo he recibido, estoy descontenta no se nada del paquete",0
"The wrong item was sent, the seller did refund me so good return customer service.",0
"These wireless earbuds are ok, don't fit too well in my ears, and seem too easy to lose, I think im going to pass on wireless airbuds all together.",0
"It's nice to have the remote control, but it doesn't work if you're more then ten or so feet away. The lights are cute, but start much brighter and dim down along the line (as seen in the photo - the beginning and end of the lights are shown). The color is a warm white/yellow, but it doesn't send out much light. Would be happier if the lights were consistently bright.",1
"This mini amp is super cute looks just like the picture but it's plastic guys (you know what, whatever it's cute anyway)",1
"5 shorts came in a package deal! 4 shorts all had thread issues and started unthreading immediately!! It got so frustrating I threw most away (1 is still in good condition, the other 4 kept unthreading)",0
"Muy complicado de configurar, demasiadas opciones disponibles y sin opción de alarma de repetición. Inviable la opción de usarlo con pilas (no duran ni una semana) por lo que tiene que estar constantemente enchufado a la red.",0
Bastante recomendable. Yo lo llevo en el coche y sirve para tres cargas completas de una batería de 3000 mAh. Es de metal y resistente. Viene con un cable microusb y clavija adaptador para los fieles a la manzana mordida.,1
Had one of these backpacks for years and time to replace it.... How disappointing the TWO zipper pulls broke less then 30 days after first use. Very disappointing the quality used to be good not anymore. I would not buy this bag or brand in the future.,0
Los acabados no están bien hilos colgando no recomiendo este producto,0
"I recommend this product more than any other case. I even shot it with a CO2 .177 BB gun and it didn’t even go through, As you can see in picture.",1
Es un gel de avena sin jabón muy bueno,1
"El producto no se corresponde con una colcha, es muy muy fino y de no buena calidad. Los dibujos de la funda de almohadas están cortados y descentrados. El vendedor además me esta poniendo muchas pegas para la devolución ya que aunque no se corresponde con la descripción que hace del producto me obliga a correr con los gastos de envió y devolución. NO VOLVERÉ A COMPRAR CON ESTE COMPRADOR.",0
The necklace was very nice and beautiful. We bought this for a cousin of ours that loves horses. Although it did not arrive on time. It was a day late and made us late for our cousins birthday party because we were waiting for it to arrive. I am only giving it 4 stars because it arrived late.,1
"No funciona para Huawei p10 Lite, pinta bastante bien, pero no podré usarlo, en cambio si que sirve para el Huawei 9 Mate.",0
"Ajusta bien ,cumple su cometido",1
"Muy descontento he recibido el mini aparte de tardarme más de un mes en llegar, en ningún momento en La foto ponía mini. Mi hija tendrá que jugar con un alfiler en lugar del martillito",0
"Todo perfecto, los protectores encajan muy bien Embalaje estupendo y me completo Envío rápido Muy contenta con la compra, gracias",1
I bought this for my new Fire tablet. It fits well.. as advertised. I bought this rotating/stand up style because I want to be able to read a book while seated eating or relaxing. It does not stand at a great enough angle. I would like it to be a bit more upright at the highest standing level (there are 2).,1
"De los Assassins Creed más divertidos a los que he jugado, los paisajes son increíbles, así como su estilo de lucha.",1
"These cartridges are reliable. I’ve been using the, for over 3 years. But the shipping package/box is terrible. There’s no cushioning for anything inside, and the cartridges just bang around in the box.",1
It looks like some of the silicon went a little bonkers in the dishwasher the first time I washed one in there. It also annoyed me how the metal flowing through the center doesn't go all the way to the end of the handle. Will return and spend my money for better quality.,0
"Muy buen producto, el filo genial, y super fuertes tiene toda la pinta de durar un montón, me ha encantado",1
Muy calentitos y confortables. Merecen la pena. Quizás al principio el tejido está un poco rígido pero se adaptan enseguida tras el primer lavado. Colores discretos y buena calidad.,1
No me han gustado mucho. Los guantes en si son un poquito aparatosos y no se despegan bien los pelos.,0
These looked great. They looked very nice on the wedding invitations we put them on. We only had one break and had a few loose stones.,1
Es un libro para trabajar por sus actividades pero efectivo porque te ayuda mucho a pensar. Además la lectura es cómoda y amena. Sin duda lo recomiendo,1
I really wanted to like this but first when the package came the soap was so strong you can smell it from the sealed package but after you shave the smell that it leaves behind is amazing. Still trying to create a lather was ridiculously hard.,0
"In a house with kids, it's very hard to like something that is useless without it's remote controller. There are no buttons on the actual console.",0
Dejan una molesta bolsa de aire como si pareciera aceitosa en el centro de la pantalla. Sólo tienen pegamento en los bordes y eso es lo que provoca que en el centro quede esa bolsa de aire imposible de quitar. Imposible usarlos.,0
"It doesn’t really flatten my hair the way I like it to be, but it does remove the curls and gives great volume.",1
"We bought this for the size and comfort after my husbands knee replacement surgery. On the 3rd day of using it, there is a scorched/burned out spot in the center of the pad! Terrifying that it almost caught on fire!! Don’t know how to go about reporting this...",0
"Great book with lots of inspiration! The recipes are very detailed, easy to follow and helpful. I have tried some recipes of this book and all smoothies were delicious and healthy.",1
"Muy práctico para todos los días, para el trabajo, muy cómodo de llevar en todo momento, se ve para cualquier ocasión. Me está saliendo bastante bueno, he comprado otro para regalar",1
"No pidamos más por el precio. Comportamiento más que raspado. Tarda mucho en cargar internet y a veces no me cargan series o películas on line. Sinceramente, no volvería a comprarla,",0
"As far as excellent tracking response I give it 5 stars, only took off 1 star because it's really cold since it's metal, but it's very handy to use when I'm on the couch or in bed watching movies. If I'm needing it for games involving track speed I use it. Might be due to my using the heater sparingly. It also has a good padded backing so no need to worry about scratching any surfaces.",1
"Me deje llevar por los comentarios positivos del articulo, pero tras usarla un tiempo veo que apenas dura el olor comparado con otras marcas y tampoco es que huela especialmente bien..",0
This item is very helpful.,1
"Worked great except I only used it maybe 4 times and it just suddenly stopped working, wont do anything now",0
"Son muy grandes, para niña de 7 meses ya y la están grandes y con mala forma",0
"Desde el de 28 de diciembre lo estoy esperando, no he recibido ninguna explicación por parte de nadie, eso si, intente devolverlo (a ver si así recuperaba el dinero por lo menos) y al día siguiente ya me llamaron de correos para recogerme el paquete ¿Qué paquete si todavía no lo he recibido? Lo he vuelto a comprar a ver si me llega para el cumpleaños de mi nieta y está vez no me timan",0
My package arrived with nothing in it?! My cord that I use for my phone is broken and I was really depending on this replacement. I will give a better rating when I have something to rate!!,0
Genial y elegante correa. Encaja perfectamente. Pedí el tamaño grande y me va bien. Solo le encuentro una pega y es que se va aflojando al ir moviéndote. Por lo demás genial y el color es precioso.,1
"Love this detergent. Annoyed that the delivery driver must have been rough with it cause one spilled out, wasting it.",1
"Very upset , attempted to use for my baby shower and they came slashed. Never buying again.",0
"Not pleased with this external hard drive. I got it bc I don't have any storage space on my phone. I plugged it in to my iPhone and I have to download the app for it....which requires available storage space, which I don't have! It is also doesn't seem to be quality made. Disappointed overall.",0
Es muy práctico y elegante ya que parece un mueble. El color difiere al de la imagen. Es gris clarito. No viene con material para colgarlo.,1
"My last case I RIP off the cover plastic to install temper glass but I messed up, this one I can RIP it off and install temper glass under, not recommended it was a lot of work, the case offer good protection, the part I like most is the imitation carbon fiber boarder around the back",1
"Used as described, first time use, it hold but when finish out day found it bent. I was not expecting something like this for the price, the item and finishing looks well made but it seems material is too weak. Very disappointed",0
A mi perra le va muy bien.,1
"varios problemas, fallo de cargador, fallo de bateria, imagen congelada........",0
"I needed a new mouse, did my research and decided this mouse was perfect....until it stopped working after 3 months. I was very disappointed and unfortunately couldn’t return it so I’m stuck with a mouse that doesn’t work and have to buy another one.",0
Only used for a couple weeks. The hood screwed in my new Cannon 18 ~ 55 mm lens perfectly. Needs more real time usage to evaluate the performance.,1
"I ordered this phone for my daughter and the ""unlocked dual phone "" is misleading as it came LOCKED & in Chinese!😡",0
These literally fell apart the first time they were used. The triggers broke the first time one of them was used. Terrible quality--save your money.,0
My son really liked them,1
Very powerful. I made whipped cream in less than a minute. Makes great mayo. I'm on the paleo diet and this is a must have.,1
"I emailed this seller trying to resolve this and so far have not heard back. I needed this for a theatre production, but settled for Walmart brand after this result. Not worth the hassle!!!",0
Easy to use and carry around. Basic.,1
Never Received this hot little item,0
I have IC and this didn't work for me. I tried it with alcohol and coffee.,0
Connections were proper but absolutely no power.,0
I gifted this to my BF. She used her 1st one and said it was great. She said they smell better after you remove them from the shrink wrap. Birthday gift success!,1
"We tried two tv's from this company and both had to be returned with in a few days. First we ordered the 22in and the sound went out completely 30 minutes into a movie. We returned that and ordered the 24in with a sound bar. This time we made it through one movie and a couple days later we turned it on to find no sound at all, again! Now we are returning a second and will NOT be purchasing from this company again.",0
"Muy completa, me gustó mucho.",1
