review,label
"I enjoyed the twists in this well-written novel but some of it was pretty predictable. The characters were believable and interesting, and the plot suspenseful. I liked the time shifts from one chapter to the next.",1
"Great concept, but the wires are still a mess and this did not do much to help the problem",0
"Is not water resistant, color is more green instead of white.",0
Absolutely love the set! My 2.5 yr old daughter is very happy with her bedding and describes the owl to us.,1
"I like that I got a medium and I can make is smaller. I am 5’4 142 and if one wants it tight, you can...and if you want it with a little more breathing room, it can still be adjusted without the need to go up a size.",1
This product is absolutely bullshit. You can not even grab a cookie sheet out of the oven that has been baking at 350 degrees without getting burned. You could pretty much put on a pair of winter gloves and be better off. A complete and utter waste of money. Extremely disappointing! The description states 932 degrees F????!!!!,0
Works well even with my old scanner I just replaced,1
"Item mute the sound, but it also changed it (not good). Additionally, the seam between the 2 pieces was loose and rattled anytime I played it. -Down 3 stars- This will be a return item. I think it could be better and for the price I gave 2 stars.",0
The cleaning brush was not included. Straws are what I thought though.,0
It was very over priced.,1
I would give a proper review if I ever received my order but I paid for a decal and never received it. Give me my money back.,0
There was no edge or rim protection. I was looking for something similar to my old IPad cover,0
Good quality batteries at a fraction of retail prices. Came in small envelope packaging. Did not have any expiration dates shown.,1
It was a mistake. I meant to order Quicken for Dummies. My mistake.,0
"It's super sticky, and I end up taking it with my phone when I grab it. Also, the Google pixel is too heavy for the pad to hold it upright. It is also a little long for my dashboard",0
"Really cool, small and LOUD alarm. Humidity function works well. REALLY BRIGHT - only downfall if there is one is no F only C on the temp (thankfully I know both)",1
"The plastic film is very flimsy. The right side always rips no matter how carefully you peel it. For some weird reason, the left side doesn't have this issue. Definitely not the same quality as the photo albums from years ago. I'm returning this.",0
"It was a very pretty gift to give, and allot more sturdy then I believed, my mom loved it. I did expect it to be a bit bigger, the betty boop in the middle is small and easily over looked",1
"Perfect for Bose cord replacements, or for converting to Bluetooth using a small receiver with an Aux In input.",1
"when you run out of power, you need to re-adjust the time.",1
"Absolutely no protection on the phone, flimsy plastic material, terrible quality. This is the bulkiest case I have ever held and it only fits two cards at maximum - no squeezing a third at all. Very expensive and obviously cost very little to produce. Stay away~!",0
Too small and cheap.,0
"while the price was excellent and the tool for holding the bands was very good, the bands themselves flew apart about a min. after you started sanding with them. The first one I thought was a fluke but after 10 or so came apart I was concerned . Without eye protection someone could have a serious accident ,I was hit twice in the face as they flew apart. They are separating at the seam and the band of grit is coming loose from the belt. I don't know if somewhere along the line they got wet,or they are not rated for the speed of a simple dremel band rotary tool. The cheapest single speed tools on the market still go at the 25,000 rpm range ,( which was the speed I was using). If these bands are not rated for at least that speed they are no good for much of anything.",0
"We use these in our headlamps and other camping flashlights, and our experience is that they don't last as long as other batteries.",0
"Haven't used it yet, but can't wait to see the results",1
"This item is great, and it arrived sooner than it said it would. Just in time for my sons birthday party!",1
you can wireless charge through this case.,1
They are super nice but broke as we hung them. Not in one place but all the places,0
This is an awesome coffee bar! We put it to fairly easy. Just make sure you look at the piece and figure out which is the front and back. I had to take it back apart and turn some around.,1
"I am very unhappy with these socks. They are so small and tight -- and it was very, very difficult to put them on. They felt too tight once they were on -- and they did not stretch out. When I washed them in cold water, they shrank even more. I can't wear these and I would like a refund...please. David Peck",0
Got these for my mom and she loves them!,1
Durable and sleek looking. Easy to put on the phone and has protected my phone from getting a broken screen after dropping it often,1
"Titan series heroes are very good for your child's first Marvel or super hero figures. No small parts, minimal articulation. We have five or so different characters for my son and they are very durable. Very pleased with these items. Nice prices for these here.",1
"Really like it, keeps my food cold use it every day.",1
we live with a road on either side of us and it really didn't help our dust problem,0
Good quality but too small,0
Excellent quality and fast delivery,1
"Tried two of these straw cups in this design, and I sent both back. It must be the material used to make the part holding the straw in place that is defective because the green version of the product works fine. I usually enjoy Contigo products; this is the first time I've been disappointed.",0
"Documentation for the camera was poor, or non-existent. This camera has so many modes and features that a full scale manual should come with it. I got into modes/screens that I couldn't figure out and the ""Start Up Guide,"" was worthless. Trying to find the manual online was another headache; never did find one...",1
I've used tungsten puddy and metal weights before and this is much easier to work with. It is super easy to cut and trim. Got the weight just where we wanted it.,1
These lights are super bright and worked out perfect for both of my trucks,1
I'm not fond if the textured backdrops. Otherwise it works ok and for the price it's ok but a smooth surface would be better.,1
"As a cane, it's just OK. Joints are wabbly. The flash light is useless. I thought the batteries were dead so I bough new batteries and it's just as dim. You have about 3 inches of light visibility.",0
I was very excited about getting these pens and I love about half of them. There are some that don’t write at all and a lot that will run dry while you’re using them. It makes it very difficult to color/draw with these. I’m strongly considering returning them :(,0
"ok, but a littel small",1
I came in the middle of the series but still enjoyed the story and characters.,1
A different type of music from Keith but well done. Good featured artists.,1
I’ve purchased these for 2 years. Prices keep increasing but the quality gets worse. 12 inch pieces are now spliced together and come apart within minutes.,0
This cable is listed with a length of 1 foot. It is actually 10 inches which makes a difference if you want to use it to hook up a mini keyboard to a macBook Pro.,0
"I'm no Chef, but the nice large size it good for flipping over omelettes!",1
"These actually work pretty darn good. Yiu can build it up, higher, or keep it short. And the cross braces add rigid and sturdy. I wish they had different size (length) cross braces, as the ones come with make you build it a certain size,because they are fixed length. It makes a kind of triangle structure about 12 inches each side.",1
Very nice stand. It works perfectly for keeping cats away from my indoor plant. Easy to assemble and looks good as well.,1
Total rip off. Thought this was a multipack as i am used to but it was a single bar. Very disappointed. First purchase through Amazon in all these years i am not satisfied with.,0
Have saved these as presents for my Grandsons!,1
This game is fun and fun,1
"These did help with curls, but I needed a second package due to my extra long and think hair. I was surprised at how comfortable they were during sleep.",1
Love how it looks. I am usually a M and order a L fits loose enough to wear with jeans or skirts.,1
The glue works fine but the container is impossible to work with. The cap doesn't come off without plyers and then won't go back on without a violent abrupt force involving both hands and a solid object (desk drawer). This happened even though I was careful to not gum up the lid or tapering snout.,0
Works really good and goes super fast.,1
The reason why I gave it a 4 star instead of 5 is the color. The color says bronze but in actually it is almost black. I wanted a dark brown color.....,1
"These are very reasonably priced, and while they aren't an especially convincing wood texture when you look at them up close, they do look a lot classier than basic white plastic blinds. I ordered one to see how it looked and now that know they're alright I'm ordering more for some of the other windows in my house. I did knock off a star because the instructions are really annoyingly unclear and while mine are stable and working fine I'm still not sure I installed them exactly as intended. If you've never put up blinds before I'd recommend finding a tutorial on youtube or something, that's what I resorted to after the first 20 minutes of scratching my head.",1
"I received this bag today, it looks very cute and unique. However, be aware that the dimensions described are not right. The bag is very small, and likely would just fit your phone and the keys. Going to return it.",0
Absolute WORST pads ever!!!!!!!! Terrible!!!! They fall apart when you open one up. Huge mess! It should be a crime that anything so crappy can be made and sold.,0
This kind of shredded after a little while. I also didn't like how the metal part kept becoming exposed (because covering kept slipping off) and actually snagging onto my clothing. I will not buy this again as it wasn't very durable.,0
The silk is beautiful! My baby loved it but my wooden ring broke after she had it for just a couple days.,0
"I received two of these and both have been defective, leaking butane liquid when attempting to refill butane lighters.",0
"Works great, and the quality is superb.",1
Not sure but I don't think the infrared light last as long as the regular ones do. Only lasted me a little over a year. I'm not sure how long the warranty is or how to get a replacement.,0
Was not as advertised. Is not 6” insertable.,0
Great seller. Will purchase from them again.,1
they broke the same night we got them don't bother,0
I love this holder. The brushes are not super durable so they need replacement,1
Came in a box with bottled water. Bag was crushed and opened.,0
I've had the chair for two days and love it but unfortunately I've had to add air to the ball at the end of each day. I'm only 120 pounds and I don't believe I should have to add air that frequently,0
SENT ONE ORDER THE OTHER SIDE OF THE COUNTRY. AMAZON GOT A SUPPOSED FREE REPLACEMENT. NOW THEY WANT TO CHARGE ME FOR THE OTHER ORDER. WASN'T MY FAULT THE VENDOR MESSED UP.,0
Sorry but these are a waist of money. Washed my handy one time and they come right off. I even glued them on because they were so cheep and didn’t stay when you put the ring on .,0
Okay if you like crass potty humor.,0
Had to return due to the awful smell on these pants,0
this book awesome an amazing read i loved it so much that i whant to read more i can't wait until de others come out,1
Most comfortable boots I’ve ever worn. Easy on and off. Very flexible,1
Packaging was not great and one of the knives are bent,0
Picture doesn’t come out very clear. Everyone asks what it is a picture of. Very abstract,0
Very well made and cute.,1
Grand daughter loved it!,1
I like the way it makes the phone looks now. Great privacy from the side view. Very easy to install get product overall.,1
These smart plugs work great some of the time. The rest of the time they flicker don’t connect or simply don’t work. Buy other more reputable plugs.,0
It didn’t rlly get my blackheads out it just made them stick out without it sucking the blackheads,0
Got to have the right kind of grease gun.,1
Must have to use in water softer systems,1
comfy at first but wears down fairly quickly. stretched out and slips off feet when walking,0
I did order fine point pens and I expected them to be fine but ink comes out way too light for purposes.,0
Never get tired of this genre. Top of the line story and writing.,1
"Ordered this item, received peppermint instead of bergamot. No returns allowed so I ordered bergamot again and kept the original peppermint. 2nd order arrives ALSO PEPPERMINT instead of bergamot and it’s broken, coating my hands and the rest of my mail with peppermint. The kicker? It turned my fingers orange! Never ordering from this company again.",0
They we're quick to install and felt like they were of quality the ones for the Elite controller are a more high grade but these work just fine for adapting a controller for a smaller trigger pull,1
"Bought the black one with flowers on the sleeves and hood. This is my second time wearing it, and a big hole is forming on my l the left arm from the thread loosening. Returning for poor quality.",0
A 1” hole unravelled on the back of the right glove on the second day I wore them.,0
Please be very careful.... This wax gets extremely hot. It blistered my face in 4 different spots..,0
Fit to size. Like them a lot,1
Too many dark things around what could have been a beautiful wedding. Dogs played a very small role. Others in the series have been better.,1
I bearly received the headphones 2 days ago and one earbud completely cuts on n off 😔,0
"Please read all the reviews regarding installation difficulty. To start with, this is not a one person job. It requires a team of two, with two ladders to accomplish. And patience. I suggest partnering with someone other than your significant other, unless you desire a divorce. Upon receiving this item, promptly head to Lowes or a hardware store. You will need to purchase: 2 3"" #6 machine screws to replace the ones which are far too short. You will also need two good sized washers and two wing nuts. Don't be too concerned, your #6 wing nuts to fit the screws will look tiny. The photo is from another reviewer where I got the idea. The additional installation tip, is that once we had the mounting bracket in place, we tied a piece of chef's twine to each screw, with plenty of length. We ran the strings through the holes on the backing of the light fixture. We used these strings to help guide the light fixture onto the screws, and then secured with the washers and wing nuts after snipping off the string. SUCH a pain and hassle, but for $90, it looks good and works fine. Also, this one comes with a glass diffuser instead of plastic which I assume will hold up better over time and maybe look better too. I wouldn't say ""don't buy this"", but I would be forewarned. I hope this review is helpful! Good luck!",0
Did not keep my neck cool,0
It doesn't straighten your big toe at all.,0
"These notebooks really keep me on track, love them!",1
"If you're wondering whether these are knock-offs, then remember you get what you pay for. These earbuds look and even feel like the real thing, but their sound quality is so bad it's clear that they're not. In a head-to-head with a pair of known, genuine Apple earbuds, the two pairs look identical, but sound remarkable different. It's clear the emphasis for these earbuds is looking the part but not carrying any respectable sound quality. Mind you, Apple earbuds aren't an audiophiles pick to begin with, but these sound so bad the difference between the genuine and fake buds is so obvious. Unless you're looking to use these exclusively for scratchy audio in phone calls, I'd keep looking.",0
I use this to keep my cream fresh. It works and keeps the cream fresh for about 4-5 hours.,1
"I was excited to get these, but surprised to find them so small. They were so lightweight I could not get them to throw very far. Quality-wise they seem to be just fine. I just wish there were a little bigger. Probably my fault for not reading the specs better.",0
"I didn't think I would need 2 but one was defective, very scratchy when it was moved. I replaced it with the othe cord and it works fine.",0
Better off using pieces of yarn - difficult to transfer from one needle to the other.,0
You ran out of black in my size,1
"My John Deere belt and blade cut more evenly than this set (was a mulching kind). It's not cutting as evenly. Where the tires run this blade doesn't pull up the grass well enough to cut it at same height as where the tire doesn't run, whether the grass is wet or dry. Maybe blade doesn't have enough vacuuming effect. And, the belt may have some slippage due to it not having enough contact area with the pulleys.",0
"I bought these for riding on my scooter in town. They are great! They kept the wind and dust, dirt out of my eyes unlike regular sunglasses. They are polarized and are great for summer. They are hard to see with at night, maybe it's just me.",1
Shipped quickly. Sooner then expected. Came with 16 AAA batteries The charger does charge both AA and AAA batteries. Charged existing batteries pretty quickly.,1
This broke after a couple uses. Really disappointing.,0
pretty but they didn’t last real long before they didn’t light up anymore,0
Ordered this item for my infant during this cold weather! Item stated it was delivered but I never received. Customer service was not great about replacing item as that’s what I wanted instead of refund! Not happy with service at all!!!!,0
both mugs arrived broken,0
Didn't like at all but I am not going to pay to return so will just sit around till I throw it out.,0
Works okay for the price and being manually..!,1
This cable is not of very good quality. It doesn’t fit right so you have to hold the connector to the port in order to work.,0
It was cute while it lasted!!! My issue was the cap size.,1
Cute! My 3 year old loves it! My 7 year old will even play with it too.,1
Once I installed dimmable bulbs this worked great! No flicker,1
Really cool looking shirt. Grandson loves it.,1
Great little book to help introduce yourself to some of nature’s little gems.,1
More like a sports bra,0
Was surprised by a few things I learned about Mr. Gable. Interesting,1
"Product is great, but I ordered 9 of these all came in 9 different bags",0
I have bought this for last year from bodybuilding.com. Love the stuff usually. Amazon had it and wanted quick shipping so ordered from here. It tastes nothing like what I have repeatedly ordered from other provider!!! Generally love it but not this order!! Looks legit packaging but not even close for flavor and quality.,0
This brand cracks a lot. Not great quality but I’ll let my kids paint with it and get some better stuff for myself.,0
"This reads like a first draft. 1. The characters are static, 2. The villains' motivations are not well thought out, 3. The setting is somehow both bland and overdone, 4. The pacing is rushed towards the end. It feels like the author got tired of writing and just slapped together an ending. This is the second book ever that I will take the time to completely remove from my Amazon account, not just delete from my device.",0
"Fast shipping, just what we needed.",1
"Beautiful bright and vivid color combo of red and yellow flowers for the Monarchs. Did awesome in the ground outside in warmer weather. Brought inside for winter however and did really good for most of the winter and spring, but died on me about a month ago. Will get another one.",1
Seems to thicken thinning hair.,1
A great sweater for a holiday party. Make sure it’s cool enough to wear though - it’s SUPER WARM!,1
My kid was able to unleash himself within minutes.,0
"these were VERY tiny, super cheap and the color was smeared, bought as a Christmas present - threw them away.",0
Warms up quickly. Our iguana loves it,1
I absolutely love it. It's TRUE to size. I wear a 12 and purchased a LG. Perfect fit,1
"Protect your phone from dust, scratches and any impact with this case. Made from soft rubber TPU bumper and hard material back makes this case capable of protecting the phone on a daily basis. The rubber itself is transparent yet it has full and colorful sparkle bling glitter style design that makes it look more attractive. It is easy to insert and remove the phone from this case, and with its precise cutout design, you’ll have no trouble accessing the port and buttons on the phone. The package also includes a full coverage tempered glass screen protector that you will appreciate. I highly recommend this case, as it is a high-quality product and hard to beat especially at this price point.",1
I love this product for cleaning my phone Notepad and computer screens,1
"bag. I was not dissapointed , big enough for my cloth for a week. I had it for carry on in the plane. The zippers were good, almost going to easy. I also think the bag looks nice.",1
Does not fit as flattering as I thought it would but its and okay product,1
"These markers looked perfect for what I wanted them for, AND they were a great price as an add-on (which was why I didn't give one star). But they really disappoint once the lid comes off. The colors are bright and vibrant, but they bleed together. While they may wash off of clothes (I haven't had a need to check) it does not wash off of the dry erase board. Even after a few minutes, the black stained my dry erase board. No matter how hard I scrubbed, it's still there. I will try what someone else suggested, and use a clorox wipe. But, I don't like to use those, and I definitely don't want my kids using them. If I wanted a permanent marker, that's what I would have bought. These totally negate the purpose of a temporary writing surface. I will NOT be purchasing these again OR recommending them to friends.",0
WARNING!!! Will make your fur babies sick! After 400 dollar vet bill the diagnosis is this.,0
This product does work however u have to bomb spray vacuum wash or nothing will work,1
Is good to protect your phone but It limits what your phone can do like the in display-fingerprint scanner does not work properly after installation and face Id takes longer to unlock your phone I even try to reset the fingerprints but did not work like it used to,0
My 6 month old loves these. Started with mesh feeder and way to hard to clean so purchased silicone feeder and love it some much better. I am glad that there are multiply sizes as baby grows my son uses the med. size one right now. Great product would definitely buy again.,1
Flag itself was on point. Suction cup to secure the flag sucked.,0
Fake product!!!!!! Smells terrible and dried out my hair. I've used the real thing and this is NOT it.,0
"Runs small, cute 2 piece.",1
I love this desk! It is sturdy and offers me plenty of space. Love the color. It is not a real wood top and the top comes in two pieces but it works for me. It is responsive to the up/down motion. Definitely worth the money so far for being in this price range. I will update this if anything changes.,1
"I like the case, it works well. I wish it came in purple. The only complaint I have is that it doesn’t charge well on the cordless charger.",1
Strong material which is great because I always seek to rio my knee highs. Look great and fit my size 11 feet well.,1
"This is a must read for Americans who want to survive when terrorists disrupt everything in our daily routines. This book is a survival guide written as a story and told by interested, but flawed characters, much like most of us.",1
Great lightweight suitcase. Comes with removable plastic covering to help eliminate scratches,1
Great hold and strength on the magnet. Can be easily maneuvered to fit your needs for holding curtains back.,1
"I bought this for my daughter and wish I could return it. I would not buy again nor recommend. Yes, it works but battery life is short and every time after charging it there is an issue, the time is wrong or it won't turn back on. Too frustrating for my daughter and for me. Sometimes it goes to military time and no idea why. By something better. Also its hard band to put on. My child cant do it on her own and she is 9. I would skip purchase.",0
"My two boys love it (ages 6 & 7). It has lights on the wheels, so you can see them in the dark. I take the Scooters with us everywhere we go. Perfect Gift. It will get use...",1
It may seem more convienent to mix all of the poweder at once but with apple cider vinegar and water it will mold quickly and it is wasted.,0
"Bought this to clean up cat hair . It does not do it. The spinning brush has stopped spinning if there is any tiny pressure put on it. I'm not talking about heavy pressure, the least amount of pressure, just putting it on the floor stops the brush. Its useless.",0
Looks cute! I think it will be popular with my granddaughter?! (Christmas stocking gift),1
"I bought because cheap, woops. It broke within 2 minutes. The rubber belt is stretchy like an inner tube so it is near impossible to get a grip, and when i did it just snapped.",0
"OK BUT NOTHING REALLY SPECIAL. NOT IMPRESSED WITH. SEEMS SMALL. AGOOD BANDAID WOULD DO SAME. CAN ONLY BE HONEST ,",0
unless i have something set wrong. this is the worst camera i have ever owned. not happy . way over priced,0
"I didn't like how these fit my daughter. She simply bend down to pet our dog, and split right in the crotch within an hour of opening them.",0
very cheap had to find brackets in local hardware store to attach to bike,0
Very happy with this.,1
"this is a great book for parents who want to maximize their kids health but not lose the flavor and fun of food. spices are not spicy, they’re health boosting and delicious. i love spice momma’s creative recipes and can’t wait for more from her.",1
This blade worked well for a little while (had this item for a little over a month) and then it snapped off as I was opening a box with it. Would not recommend.,0
"I would love to write a review, however, I never received my order.",0
The color is not what I would call dark Navy. Or I should say the shirts I received. They look more like a mix of gray and blue not dark anything.. The size is good and they fit. I kept them as the color does not make much of a difference to me. Ron,1
Made a high difference on my metal table.,1
Missing the 4 reality cards??,0
"I’ve replaced all shoe laces on my toddler’s shoes with these. So far we’ve lost 4 end clips, no matter what we do they keep coming off and getting lost. Worth buying only for the elastic laces; I’ll stick to Lock Laces from now on.",0
Stopped rotating after 3 weeks...,0
Very easy to install. Took me no more than 30 minutes total. They look amazing! The only reason why I gave them 4 stars is the fact that I noticed a little bit of flex in the steps when I use them. I'm 230 pounds so I wouldn't recommend them for anyone significantly heavier than that. This is for my wife's lifted Jeep so it is more than enough for her. The stars on the step plates are a perfect touch.,1
add makes u think your getting right and left bearings,0
Work as needed. Make sure the straps are very tight! They tend to roll on the side and get your shoes in what you are trying not to get them in.,1
These coins are very small so I returned it wasn't that cool,0
"I really wanted to like this, but i can’t get it to work with an OtterBox defender. When I place my phone on it, it charges for a few seconds but then it stops, waits a few seconds, tries again, and goes back off. The ledge it sits on is also a little small and doesn’t like to hold my phone on there. I haven’t had any luck horizontally either. The stand looks really nice on my nightstand though. The charger did work for me without a case, so I may buy a thinner case to be able to work with the charger.",0
Poor quality. Would not recommend.,0
Never received the item.,0
"Love these earbuds so much I’ve gone through several pairs over the last year or so. The fit is the best I’ve had and that’s why I keep coming back to them. The sound is decent for the price, though I usually listen to podcasts rather than music. Batteries are not great but customer service is quite good. I’ve had to replace several pairs but Anker has made it fairly painless to do so.",0
"I bought the tie-dyed version and it was SO comfortable. Stretchy breathable material. I decided to buy the black version for work. Bad decision! The material is completely different. It doesn’t stretch, it’s not breathable and it is very small and uncomfortable! It even seems it’s stitched differently so that it coveres 50% less of my head. So disappointing!!",0
This was cute and sturdy and perfect for our kids event.,1
Looks and feels like there's no protector installed but these things chip very easily. The 3rd one broke the same day I installed it. Worthless! Hope I can find a vinyl alternative and not tempered glass.,0
Doesn’t work at all! Took family to the camping trip and used this product hoping to avoid mosquito bites. Instead getting bitten all over.,0
"Excellent workmanship, beautiful appearance, and just the right size, installation is simple, special and stable. It can put a lot of things such as the usual utensils, dishes, and cups however, the biggest advantage is that it can save space.",1
These leggings are super soft and true to size I host a big xmas eve so this is the perfect holiday cheer outfit while still remaining comfy while hosting amd cooking,1
This is a nice set. Everything you need to get started. Lots of seeds so if some don’t start you have more to try. I planed my seeds 4 weeks ago and some of them still haven’t come up I’m going to give them another week then add more seeds see if they will Come up. But all in all it’s a great starter set.,1
Very easy to use. Intuitive to operate. Sharp image. Includes fittings and accessories.,1
Much smaller than expected and product box was damaged and looked like someone used Scotch tape to try to reseal it. Was embarrassed to give this as a gift due to condition received.,0
"I absolutely love how minimal this case is. I have tried three different cases for the Pixel 3xl and this one is my favorite. The only small changes I would like to see is an ever-so-slightly higher raised edge to help protect the front screen and a more beveled fingerprint circle to allow a more seamless scan of the fingers. Definitely the case for those that want their phone to look like it doesn't have a case (if the phone is black). Mine did crack while trying to take it off the phone once, but ESR quickly replaced it free of charge within a few days. Update: Got a replacement case from ESR and this one also cracked within a couple months (no drops). The crack appeared in the same place as the previous one. I'm giving up on this case and moving to a different one. Dropping review to 2-stars",0
"Although it works as described, the flow is not as effective as a powered irrigator since it works by gravity. Otherwise it's fine for use on the go. The seller was prompt and honest.",1
Flimsy cup that is made from silicone. Not what I was expecting.,0
"I am unable to use these on any of my doors! They do not fit. My doors have frames, and the doors in the pictures do not have them. Will never use these.",0
Several pieces on this truck broke off within 6 minths.,0
Did not receive I want a refund,0
Works great as a back up server,1
Not quality I’ve purchase before,0
"My fiancée loves his ring. Its great for the price, but it changed from rose gold to yellow gold in a matter of weeks. Kinda sad because we got it to math my rose gold ring. But still, it’s a nice weight, and very durable. Would recommend but not if you’re looking for a rose gold ring.",1
Falls out of the socket a lot. Not very sturdy either,0
"These feel cheap, like more like they should have been in the 20-30 dollar range. So yeah, these are a no go. The sound is uhh... That's okay. But if you have a big head, you're gonna suffer a great deal from how harsh of a clamp these have.",0
"Liking the durability and feel of this comforter. It did shrink a tiny bit when I washed and dried it, but that worked out for us.",1
I do not know how to use this thing,0
"Nice product, enough space to hold all of my essential accessories but the mesh tore away from the elastic after just 6 weeks of use leaving one pocket useless.",0
"It's big, but the colors are awful. Throwing away not worth it to return",0
Very comfortable and warm gloves.I bought these for very cold winter motorcycling.I wore them yesterday on a 50 minute ride in 20 degrees F and not one bit of cold sensation got to my hand.,1
"It works fine, but over time the connection became increasingly sketchy with the power cord.",0
Bought 2 and one does not work turns off then turns off would like a replacement.,0
"First of all I'd like to know who got the devilish idea to add pockets to all dresses sold on Amazon. This is a really nightmare! The dress fit, and it's beautiful but because I do have large hips as an hourglass shape, the pockets make me look even larger. This is so disheartening. I hope I'll find a nice dress for my next trip to Jamaica!",0
